,phase,library
cell_4463090,G0,Fibroblast
cell_4463431,G2M,Fibroblast
cell_4465970,G1-G0 transition,Fibroblast
cell_4466356,G1-G0 transition,Fibroblast
cell_4469119,G1-G0 transition,Fibroblast
cell_4469638,G1-G0 transition,Fibroblast
cell_4472130,G2M,Fibroblast
cell_4474003,S,Fibroblast
cell_4474864,G1,Fibroblast
cell_4475492,G1-G0 transition,Fibroblast
cell_4475959,G1,Fibroblast
cell_4476951,S,Fibroblast
cell_4477058,G1-G0 transition,Fibroblast
cell_4477737,G1,Fibroblast
cell_4478067,G1-G0 transition,Fibroblast
cell_4479132,S,Fibroblast
cell_4482385,G0,Fibroblast
cell_4482480,G1-G0 transition,Fibroblast
cell_4482890,G0,Fibroblast
cell_4483553,S,Fibroblast
cell_4483888,S,Fibroblast
cell_4484269,G1-G0 transition,Fibroblast
cell_4484785,S,Fibroblast
cell_4485313,G1-G0 transition,Fibroblast
cell_4487331,S,Fibroblast
cell_4487914,G0,Fibroblast
cell_4488271,G2M,Fibroblast
cell_4488380,G1-G0 transition,Fibroblast
cell_4490601,G0,Fibroblast
cell_4491820,S,Fibroblast
cell_4492573,G0,Fibroblast
cell_4493357,G1,Fibroblast
cell_4495416,G1-G0 transition,Fibroblast
cell_4496052,G0,Fibroblast
cell_4496603,G1,Fibroblast
cell_4498073,G1,Fibroblast
cell_4498586,G0,Fibroblast
cell_4499357,G0,Fibroblast
cell_4501204,G0,Fibroblast
cell_4502121,S,Fibroblast
cell_4502211,S,Fibroblast
cell_4502511,G1,Fibroblast
cell_4503757,G0,Fibroblast
cell_4503961,G1,Fibroblast
cell_4504552,G2M,Fibroblast
cell_4505911,S,Fibroblast
cell_4506467,G0,Fibroblast
cell_4507523,G1,Fibroblast
cell_4512364,G1,Fibroblast
cell_4514304,S,Fibroblast
cell_4515185,S,Fibroblast
cell_4515219,G0,Fibroblast
cell_4518421,S,Fibroblast
cell_4519144,G0,Fibroblast
cell_4521886,G0,Fibroblast
cell_4523138,G0,Fibroblast
cell_4525033,G1,Fibroblast
cell_4527276,G2M,Fibroblast
cell_4528789,G0,Fibroblast
cell_4531220,G1,Fibroblast
cell_4532293,G1-G0 transition,Fibroblast
cell_4533492,G1-G0 transition,Fibroblast
cell_4533519,G1-G0 transition,Fibroblast
cell_4535599,G0,Fibroblast
cell_4538887,G2M,Fibroblast
cell_4539455,G0,Fibroblast
cell_4540254,G1-G0 transition,Fibroblast
cell_4544434,G0,Fibroblast
cell_4546781,S,Fibroblast
cell_4548100,G1,Fibroblast
cell_4549027,G0,Fibroblast
cell_4552745,G0,Fibroblast
cell_4553016,G0,Fibroblast
cell_4553486,G0,Fibroblast
cell_4556299,G1,Fibroblast
cell_4558553,G0,Fibroblast
cell_4558567,G1,Fibroblast
cell_4561484,S,Fibroblast
cell_4562626,S,Fibroblast
cell_4563047,G1,Fibroblast
cell_4564871,G0,Fibroblast
cell_4565428,S,Fibroblast
cell_4567100,G1,Fibroblast
cell_4568690,G2M,Fibroblast
cell_4571053,G0,Fibroblast
cell_4571057,G1-G0 transition,Fibroblast
cell_4571807,S,Fibroblast
cell_4573089,G1-G0 transition,Fibroblast
cell_4573892,S,Fibroblast
cell_4573920,G1,Fibroblast
cell_4574835,S,Fibroblast
cell_4577163,G2M,Fibroblast
cell_4578861,S,Fibroblast
cell_4580208,S,Fibroblast
cell_4585834,G0,Fibroblast
cell_4586855,S,Fibroblast
cell_4588957,G0,Fibroblast
cell_4589458,G1-G0 transition,Fibroblast
cell_4590090,G1,Fibroblast
cell_4590112,G1,Fibroblast
cell_4591622,G2M,Fibroblast
cell_4595243,G0,Fibroblast
cell_4595293,S,Fibroblast
cell_4596823,G0,Fibroblast
cell_4599093,G1-G0 transition,Fibroblast
cell_4599886,G0,Fibroblast
cell_4600943,G2M,Fibroblast
cell_4601651,G0,Fibroblast
cell_4603137,G0,Fibroblast
cell_4604236,G2M,Fibroblast
cell_4605890,S,Fibroblast
cell_4606824,S,Fibroblast
cell_4609702,G1-G0 transition,Fibroblast
cell_4610192,G1,Fibroblast
cell_4610567,S,Fibroblast
cell_4612422,G0,Fibroblast
cell_4613288,S,Fibroblast
cell_4613289,S,Fibroblast
cell_4615313,S,Fibroblast
cell_4616487,G0,Fibroblast
cell_4619725,G0,Fibroblast
cell_4619774,S,Fibroblast
cell_4620576,S,Fibroblast
cell_4621392,G1-G0 transition,Fibroblast
cell_4622043,G1-G0 transition,Fibroblast
cell_4622527,G0,Fibroblast
cell_4622625,S,Fibroblast
cell_4622980,G1,Fibroblast
cell_4623046,G0,Fibroblast
cell_4623444,G0,Fibroblast
cell_4623538,G1,Fibroblast
cell_4623836,G1,Fibroblast
cell_4623874,G0,Fibroblast
cell_4625248,G2M,Fibroblast
cell_4625440,S,Fibroblast
cell_4626448,G1,Fibroblast
cell_4626808,S,Fibroblast
cell_4627723,G1,Fibroblast
cell_4627956,S,Fibroblast
cell_4630247,G2M,Fibroblast
cell_4630556,G1,Fibroblast
cell_4637470,G0,Fibroblast
cell_4638053,G1,Fibroblast
cell_4638065,G1-G0 transition,Fibroblast
cell_4639179,G1-G0 transition,Fibroblast
cell_4640566,S,Fibroblast
cell_4641404,G0,Fibroblast
cell_4641538,G2M,Fibroblast
cell_4642353,G0,Fibroblast
cell_4643061,G0,Fibroblast
cell_4643130,G0,Fibroblast
cell_4643482,S,Fibroblast
cell_4648573,G1,Fibroblast
cell_4651691,G0,Fibroblast
cell_4652546,G0,Fibroblast
cell_4657449,S,Fibroblast
cell_4658577,G1,Fibroblast
cell_4658898,G1-G0 transition,Fibroblast
cell_4659283,G0,Fibroblast
cell_4660485,G0,Fibroblast
cell_4666880,S,Fibroblast
cell_4669865,G1,Fibroblast
cell_4671645,G1,Fibroblast
cell_4671935,G2M,Fibroblast
cell_4672008,G1-G0 transition,Fibroblast
cell_4673317,G1-G0 transition,Fibroblast
cell_4675662,G0,Fibroblast
cell_4676494,G2M,Fibroblast
cell_4676842,G1,Fibroblast
cell_4688016,G0,Fibroblast
cell_4690447,G1-G0 transition,Fibroblast
cell_4690593,G1,Fibroblast
cell_4690662,G1,Fibroblast
cell_4691330,G2M,Fibroblast
cell_4695645,S,Fibroblast
cell_4698620,G1,Fibroblast
cell_4699716,G1-G0 transition,Fibroblast
cell_4702032,G2M,Fibroblast
cell_4702196,G1,Fibroblast
cell_4702530,S,Fibroblast
cell_4702886,G1,Fibroblast
cell_4704810,G0,Fibroblast
cell_4705334,G0,Fibroblast
cell_4707192,G1,Fibroblast
cell_4708451,G2M,Fibroblast
cell_4709985,S,Fibroblast
cell_4710962,G1-G0 transition,Fibroblast
cell_4711438,G0,Fibroblast
cell_4713702,G1,Fibroblast
cell_4714244,G0,Fibroblast
cell_4715603,S,Fibroblast
cell_4716007,G2M,Fibroblast
cell_4716067,G1,Fibroblast
cell_4717466,G1,Fibroblast
cell_4717696,G1,Fibroblast
cell_4720263,G1,Fibroblast
cell_4720304,G0,Fibroblast
cell_4722719,G0,Fibroblast
cell_4723920,G0,Fibroblast
cell_4724104,S,Fibroblast
cell_4726114,G1-G0 transition,Fibroblast
cell_4731367,G0,Fibroblast
cell_4732864,G1,Fibroblast
cell_4733064,G0,Fibroblast
cell_4735018,G0,Fibroblast
cell_4737145,G0,Fibroblast
cell_4738230,G1-G0 transition,Fibroblast
cell_4739029,G1-G0 transition,Fibroblast
cell_4739525,S,Fibroblast
cell_4741280,G0,Fibroblast
cell_4744191,G0,Fibroblast
cell_4745654,G1,Fibroblast
cell_4747616,G1,Fibroblast
cell_4749589,S,Fibroblast
cell_4749782,G1-G0 transition,Fibroblast
cell_4749850,G1,Fibroblast
cell_4752064,G1,Fibroblast
cell_4752381,S,Fibroblast
cell_4754294,G2M,Fibroblast
cell_4754568,G0,Fibroblast
cell_4756966,G1,Fibroblast
cell_4759167,S,Fibroblast
cell_4763223,G2M,Fibroblast
cell_4765803,S,Fibroblast
cell_4767776,G0,Fibroblast
cell_4770560,G0,Fibroblast
cell_4773159,G0,Fibroblast
cell_4773308,G0,Fibroblast
cell_4780246,G0,Fibroblast
cell_4781401,G1-G0 transition,Fibroblast
cell_4782218,G1-G0 transition,Fibroblast
cell_4782288,G2M,Fibroblast
cell_4783374,S,Fibroblast
cell_4784198,G1-G0 transition,Fibroblast
cell_4786105,G0,Fibroblast
cell_4787389,G0,Fibroblast
cell_4788798,G0,Fibroblast
cell_4790923,G1,Fibroblast
cell_4792694,G0,Fibroblast
cell_4793800,G1-G0 transition,Fibroblast
cell_4796051,S,Fibroblast
cell_4797582,G1,Fibroblast
cell_4799079,S,Fibroblast
cell_4800918,G1-G0 transition,Fibroblast
cell_4801702,S,Fibroblast
cell_4802003,S,Fibroblast
cell_4803174,G1-G0 transition,Fibroblast
cell_4804232,G1-G0 transition,Fibroblast
cell_4807135,G0,Fibroblast
cell_4807176,S,Fibroblast
cell_4807389,G1-G0 transition,Fibroblast
cell_4807635,G0,Fibroblast
cell_4808685,G1,Fibroblast
cell_4808833,G0,Fibroblast
cell_4810957,G0,Fibroblast
cell_4818319,G2M,Fibroblast
cell_4818701,S,Fibroblast
cell_4822788,S,Fibroblast
cell_4823543,G0,Fibroblast
cell_4823594,G0,Fibroblast
cell_4825180,G0,Fibroblast
cell_4825868,G1-G0 transition,Fibroblast
cell_4827550,G0,Fibroblast
cell_4829072,G0,Fibroblast
cell_4829337,S,Fibroblast
cell_4829514,G0,Fibroblast
cell_4832835,G1,Fibroblast
cell_4835905,G1-G0 transition,Fibroblast
cell_4838432,G2M,Fibroblast
cell_4842660,G0,Fibroblast
cell_4843799,G0,Fibroblast
cell_4844533,G0,Fibroblast
cell_4846914,G0,Fibroblast
cell_4847271,S,Fibroblast
cell_4847313,G2M,Fibroblast
cell_4851139,G1-G0 transition,Fibroblast
cell_4851278,S,Fibroblast
cell_4851368,G0,Fibroblast
cell_4851639,G0,Fibroblast
cell_4852255,S,Fibroblast
cell_4852943,S,Fibroblast
cell_4852953,G0,Fibroblast
cell_4855137,G0,Fibroblast
cell_4856069,G0,Fibroblast
cell_4856756,S,Fibroblast
cell_4859958,G0,Fibroblast
cell_4860498,G1,Fibroblast
cell_4862947,G1,Fibroblast
cell_4866856,S,Fibroblast
cell_4867911,S,Fibroblast
cell_4868914,G1,Fibroblast
cell_4871822,G0,Fibroblast
cell_4871853,G0,Fibroblast
cell_4872653,G1,Fibroblast
cell_4873117,S,Fibroblast
cell_4873680,G0,Fibroblast
cell_4876021,G1-G0 transition,Fibroblast
cell_4877944,S,Fibroblast
cell_4879258,S,Fibroblast
cell_4879297,G1,Fibroblast
cell_4879311,G2M,Fibroblast
cell_4879925,G0,Fibroblast
cell_4880319,G1,Fibroblast
cell_4881109,G2M,Fibroblast
cell_4881777,G1-G0 transition,Fibroblast
cell_4885234,S,Fibroblast
cell_4887186,S,Fibroblast
cell_4888579,G1,Fibroblast
cell_4891131,G1-G0 transition,Fibroblast
cell_4891515,S,Fibroblast
cell_4891545,G0,Fibroblast
cell_4891571,S,Fibroblast
cell_4894187,G0,Fibroblast
cell_4894429,G1,Fibroblast
cell_4894802,G2M,Fibroblast
cell_4896696,G1,Fibroblast
cell_4897147,G0,Fibroblast
cell_4897213,S,Fibroblast
cell_4901396,G0,Fibroblast
cell_4901926,G1,Fibroblast
cell_4902741,S,Fibroblast
cell_4902790,G1-G0 transition,Fibroblast
cell_4905706,S,Fibroblast
cell_4906923,G0,Fibroblast
cell_4908565,G0,Fibroblast
cell_4909157,G1-G0 transition,Fibroblast
cell_4909993,G1-G0 transition,Fibroblast
cell_4911499,G2M,Fibroblast
cell_4912605,G1,Fibroblast
cell_4913097,G1,Fibroblast
cell_4913582,G0,Fibroblast
cell_4914796,G1-G0 transition,Fibroblast
cell_4915647,G0,Fibroblast
cell_4917410,G1-G0 transition,Fibroblast
cell_4919806,G1-G0 transition,Fibroblast
cell_4921194,G2M,Fibroblast
cell_4922047,G1,Fibroblast
cell_4922912,S,Fibroblast
cell_4923219,G2M,Fibroblast
cell_4924234,S,Fibroblast
cell_4928608,G1,Fibroblast
cell_4931626,S,Fibroblast
cell_4932607,G0,Fibroblast
cell_4933245,G1-G0 transition,Fibroblast
cell_4933611,G1-G0 transition,Fibroblast
cell_4933954,G0,Fibroblast
cell_4936814,G1,Fibroblast
cell_4937651,G1-G0 transition,Fibroblast
cell_4937996,G0,Fibroblast
cell_4943655,G0,Fibroblast
cell_4946732,G1-G0 transition,Fibroblast
cell_4947801,G1,Fibroblast
cell_4950430,S,Fibroblast
cell_4950751,S,Fibroblast
cell_4951857,G1,Fibroblast
cell_4951980,S,Fibroblast
cell_4952223,S,Fibroblast
cell_4956836,S,Fibroblast
cell_4957275,G1-G0 transition,Fibroblast
cell_4959194,S,Fibroblast
cell_4961430,G1-G0 transition,Fibroblast
cell_4961752,G0,Fibroblast
cell_4964645,G1,Fibroblast
cell_4965615,G0,Fibroblast
cell_4966518,S,Fibroblast
cell_4966721,G1,Fibroblast
cell_4969233,G0,Fibroblast
cell_4970516,G1-G0 transition,Fibroblast
cell_4971166,G0,Fibroblast
cell_4971346,S,Fibroblast
cell_4971545,G1-G0 transition,Fibroblast
cell_4972428,G1-G0 transition,Fibroblast
cell_4975024,G1-G0 transition,Fibroblast
cell_4975784,S,Fibroblast
cell_4976016,G1,Fibroblast
cell_4977151,G1,Fibroblast
cell_4978768,S,Fibroblast
cell_4980946,G1-G0 transition,Fibroblast
cell_4981481,G0,Fibroblast
cell_4981590,G1,Fibroblast
cell_4982932,G1-G0 transition,Fibroblast
cell_4983289,S,Fibroblast
cell_4983810,G1,Fibroblast
cell_4983814,G0,Fibroblast
cell_4984114,G1-G0 transition,Fibroblast
cell_4985156,S,Fibroblast
cell_4985680,G0,Fibroblast
cell_4987661,G1,Fibroblast
cell_4991124,G2M,Fibroblast
cell_4992142,S,Fibroblast
cell_4992527,S,Fibroblast
cell_4994029,G2M,Fibroblast
cell_4994204,G0,Fibroblast
cell_4994426,G0,Fibroblast
cell_4994498,G0,Fibroblast
cell_4995201,G2M,Fibroblast
cell_4995455,G0,Fibroblast
cell_4998435,G0,Fibroblast
cell_5001693,G0,Fibroblast
cell_5001813,G0,Fibroblast
cell_5005414,G1,Fibroblast
cell_5006364,G0,Fibroblast
cell_5006813,S,Fibroblast
cell_5008328,G1,Fibroblast
cell_5010799,G1-G0 transition,Fibroblast
cell_5011457,G0,Fibroblast
cell_5011672,G1-G0 transition,Fibroblast
cell_5014331,S,Fibroblast
cell_5014619,S,Fibroblast
cell_5016961,G1,Fibroblast
cell_5021079,G0,Fibroblast
cell_5022191,G1,Fibroblast
cell_5023515,S,Fibroblast
cell_5023606,S,Fibroblast
cell_5026670,S,Fibroblast
cell_5026698,G1,Fibroblast
cell_5026933,G0,Fibroblast
cell_5027032,S,Fibroblast
cell_5028955,G1,Fibroblast
cell_5030064,G1,Fibroblast
cell_5035739,G0,Fibroblast
cell_5036534,S,Fibroblast
cell_5037654,S,Fibroblast
cell_5041626,S,Fibroblast
cell_5041901,G1-G0 transition,Fibroblast
cell_5042386,S,Fibroblast
cell_5044192,G0,Fibroblast
cell_5045641,G2M,Fibroblast
cell_5046423,G0,Fibroblast
cell_5046859,G1-G0 transition,Fibroblast
cell_5048334,G0,Fibroblast
cell_5049088,S,Fibroblast
cell_5049598,G1-G0 transition,Fibroblast
cell_5051321,G0,Fibroblast
cell_5052520,S,Fibroblast
cell_5052738,G1-G0 transition,Fibroblast
cell_5054333,G1-G0 transition,Fibroblast
cell_5054854,G0,Fibroblast
cell_5056096,G0,Fibroblast
cell_5056721,G1,Fibroblast
cell_5058155,G2M,Fibroblast
cell_5062463,S,Fibroblast
cell_5062814,S,Fibroblast
cell_5062852,S,Fibroblast
cell_5063233,G1,Fibroblast
cell_5063299,G1-G0 transition,Fibroblast
cell_5063837,G1,Fibroblast
cell_5065247,S,Fibroblast
cell_5066006,G1,Fibroblast
cell_5068123,G1,Fibroblast
cell_5068630,G2M,Fibroblast
cell_5069964,G1,Fibroblast
cell_5073417,G0,Fibroblast
cell_5075293,G1-G0 transition,Fibroblast
cell_5075563,S,Fibroblast
cell_5076743,G0,Fibroblast
cell_5077056,S,Fibroblast
cell_5078467,G1-G0 transition,Fibroblast
cell_5079602,G0,Fibroblast
cell_5080288,S,Fibroblast
cell_5082830,G0,Fibroblast
cell_5086123,G1,Fibroblast
cell_5089874,G0,Fibroblast
cell_5091333,G1-G0 transition,Fibroblast
cell_5093016,G1-G0 transition,Fibroblast
cell_5095938,S,Fibroblast
cell_5096079,G1-G0 transition,Fibroblast
cell_5097117,G0,Fibroblast
cell_5097222,G1-G0 transition,Fibroblast
cell_5097461,G1,Fibroblast
cell_5098177,G1-G0 transition,Fibroblast
cell_5099083,G0,Fibroblast
cell_5099422,S,Fibroblast
cell_5101195,G1-G0 transition,Fibroblast
cell_5101609,G1-G0 transition,Fibroblast
cell_5101660,G0,Fibroblast
cell_5103849,G0,Fibroblast
cell_5108245,S,Fibroblast
cell_5108529,G1-G0 transition,Fibroblast
cell_5109268,G0,Fibroblast
cell_5109967,G1-G0 transition,Fibroblast
cell_5110657,G0,Fibroblast
cell_5111149,S,Fibroblast
cell_5111738,G1-G0 transition,Fibroblast
cell_5113466,G0,Fibroblast
cell_5114391,G1-G0 transition,Fibroblast
cell_5117075,G1-G0 transition,Fibroblast
cell_5118095,S,Fibroblast
cell_5119617,G1,Fibroblast
cell_5119795,G0,Fibroblast
cell_5122246,G1,Fibroblast
cell_5122274,S,Fibroblast
cell_5122458,G0,Fibroblast
cell_5125498,S,Fibroblast
cell_5125740,G1,Fibroblast
cell_5128379,G1-G0 transition,Fibroblast
cell_5129145,S,Fibroblast
cell_5130368,G1,Fibroblast
cell_5131227,S,Fibroblast
cell_5134435,G1-G0 transition,Fibroblast
cell_5136957,G0,Fibroblast
cell_5137436,G1-G0 transition,Fibroblast
cell_5142537,S,Fibroblast
cell_5143505,G1-G0 transition,Fibroblast
cell_5144330,S,Fibroblast
cell_5144508,G1-G0 transition,Fibroblast
cell_5145412,G1,Fibroblast
cell_5145540,S,Fibroblast
cell_5146362,S,Fibroblast
cell_5147615,G1-G0 transition,Fibroblast
cell_5147771,G1,Fibroblast
cell_5157406,G0,Fibroblast
cell_5159149,G2M,Fibroblast
cell_5160969,G1-G0 transition,Fibroblast
cell_5161232,S,Fibroblast
cell_5162951,S,Fibroblast
cell_5163599,G0,Fibroblast
cell_5163900,G0,Fibroblast
cell_5164633,G0,Fibroblast
cell_5166760,G1-G0 transition,Fibroblast
cell_5166832,S,Fibroblast
cell_5166987,G1-G0 transition,Fibroblast
cell_5167291,G1,Fibroblast
cell_5168277,G0,Fibroblast
cell_5168587,G0,Fibroblast
cell_5168957,G0,Fibroblast
cell_5171465,G2M,Fibroblast
cell_5182561,G0,Fibroblast
cell_5182746,G2M,Fibroblast
cell_5183025,S,Fibroblast
cell_5183319,G1,Fibroblast
cell_5184145,S,Fibroblast
cell_5187907,S,Fibroblast
cell_5190513,G2M,Fibroblast
cell_5191388,G0,Fibroblast
cell_5191472,G1,Fibroblast
cell_5192145,G0,Fibroblast
cell_5192303,S,Fibroblast
cell_5193131,G1-G0 transition,Fibroblast
cell_5193302,G2M,Fibroblast
cell_5194465,G2M,Fibroblast
cell_5194991,G0,Fibroblast
cell_5195521,G0,Fibroblast
cell_5195700,S,Fibroblast
cell_5195727,G0,Fibroblast
cell_5197435,G1-G0 transition,Fibroblast
cell_5203565,G0,Fibroblast
cell_5204254,G1,Fibroblast
cell_5204622,G1-G0 transition,Fibroblast
cell_5206589,G1,Fibroblast
cell_5207378,G1,Fibroblast
cell_5208608,G0,Fibroblast
cell_5209343,G0,Fibroblast
cell_5211285,G0,Fibroblast
cell_5211640,G1,Fibroblast
cell_5213461,G0,Fibroblast
cell_5213743,G0,Fibroblast
cell_5215069,G1,Fibroblast
cell_5215288,G2M,Fibroblast
cell_5217587,G1-G0 transition,Fibroblast
cell_5220136,G1,Fibroblast
cell_5223487,G1,Fibroblast
cell_5225527,G1,Fibroblast
cell_5231035,G1,Fibroblast
cell_5232111,S,Fibroblast
cell_5232370,G1-G0 transition,Fibroblast
cell_5234077,G1-G0 transition,Fibroblast
cell_5238141,G0,Fibroblast
cell_5240642,G1-G0 transition,Fibroblast
cell_5242615,G0,Fibroblast
cell_5242796,S,Fibroblast
cell_5244937,G2M,Fibroblast
cell_5247657,S,Fibroblast
cell_5248788,G1,Fibroblast
cell_5249615,G1,Fibroblast
cell_5252087,S,Fibroblast
cell_5253952,G1-G0 transition,Fibroblast
cell_5254747,G0,Fibroblast
cell_5257387,G1-G0 transition,Fibroblast
cell_5259617,G0,Fibroblast
cell_5261044,G1,Fibroblast
cell_5262001,G0,Fibroblast
cell_5264855,S,Fibroblast
cell_5265841,G2M,Fibroblast
cell_5267966,G1-G0 transition,Fibroblast
cell_5268510,S,Fibroblast
cell_5271108,G0,Fibroblast
cell_5283799,G0,Fibroblast
cell_5284820,S,Fibroblast
cell_5286574,G2M,Fibroblast
cell_5287507,G0,Fibroblast
cell_5288967,G0,Fibroblast
cell_5290342,G2M,Fibroblast
cell_5290963,G2M,Fibroblast
cell_5292583,G1,Fibroblast
cell_5294883,G1-G0 transition,Fibroblast
cell_5295443,G1,Fibroblast
cell_5297007,S,Fibroblast
cell_5297052,S,Fibroblast
cell_5297223,G0,Fibroblast
cell_5298650,S,Fibroblast
cell_5298817,G0,Fibroblast
cell_5298893,S,Fibroblast
cell_5299379,G0,Fibroblast
cell_5301579,G1,Fibroblast
cell_5303043,G2M,Fibroblast
cell_5303078,G0,Fibroblast
cell_5303652,G1,Fibroblast
cell_5304621,G0,Fibroblast
cell_5305008,G0,Fibroblast
cell_5306593,G0,Fibroblast
cell_5308040,G0,Fibroblast
cell_5310811,G0,Fibroblast
cell_5311011,G1-G0 transition,Fibroblast
cell_5314581,G1-G0 transition,Fibroblast
cell_5317188,G1-G0 transition,Fibroblast
cell_5319019,G1,Fibroblast
cell_5322974,S,Fibroblast
cell_5323322,G0,Fibroblast
cell_5323431,G0,Fibroblast
cell_5326078,G0,Fibroblast
cell_5330817,S,Fibroblast
cell_5331285,G1,Fibroblast
cell_5333510,G2M,Fibroblast
cell_5336727,G0,Fibroblast
cell_5337952,G0,Fibroblast
cell_5338657,G2M,Fibroblast
cell_5339813,G0,Fibroblast
cell_5340487,G2M,Fibroblast
cell_5340975,G1,Fibroblast
cell_5341310,G2M,Fibroblast
cell_5346718,S,Fibroblast
cell_5346945,G1,Fibroblast
cell_5348700,G1,Fibroblast
cell_5349705,G0,Fibroblast
cell_5350204,G0,Fibroblast
cell_5353385,G0,Fibroblast
cell_5354404,S,Fibroblast
cell_5357134,G0,Fibroblast
cell_5361767,G0,Fibroblast
cell_5364878,G1,Fibroblast
cell_5366081,G2M,Fibroblast
cell_5368605,G1-G0 transition,Fibroblast
cell_5373101,S,Fibroblast
cell_5374163,G1-G0 transition,Fibroblast
cell_5375718,G1,Fibroblast
cell_5376156,G0,Fibroblast
cell_5382861,G1-G0 transition,Fibroblast
cell_5383868,G0,Fibroblast
cell_5383993,G0,Fibroblast
cell_5384387,G0,Fibroblast
cell_5385868,G0,Fibroblast
cell_5386415,G0,Fibroblast
cell_5388914,G0,Fibroblast
cell_5389689,G2M,Fibroblast
cell_5390031,G1-G0 transition,Fibroblast
cell_5391787,G0,Fibroblast
cell_5394555,G0,Fibroblast
cell_5395220,S,Fibroblast
cell_5395642,G1-G0 transition,Fibroblast
cell_5396597,G1,Fibroblast
cell_5400093,G1-G0 transition,Fibroblast
cell_5400103,G1,Fibroblast
cell_5405167,S,Fibroblast
cell_5410385,G0,Fibroblast
cell_5410510,G0,Fibroblast
cell_5416993,G0,Fibroblast
cell_5418213,G2M,Fibroblast
cell_5418359,S,Fibroblast
cell_5421843,G0,Fibroblast
cell_5422849,S,Fibroblast
cell_5423604,G1-G0 transition,Fibroblast
cell_5423958,G1,Fibroblast
cell_5424213,G1,Fibroblast
cell_5427196,G0,Fibroblast
cell_5427342,G0,Fibroblast
cell_5428708,G0,Fibroblast
cell_5430068,G1-G0 transition,Fibroblast
cell_5430279,G0,Fibroblast
cell_5433762,G0,Fibroblast
cell_5433890,G0,Fibroblast
cell_5434984,G1,Fibroblast
cell_5436787,G2M,Fibroblast
cell_5437849,G2M,Fibroblast
cell_5437875,G0,Fibroblast
cell_5438321,G0,Fibroblast
cell_5440682,S,Fibroblast
cell_5443005,G1,Fibroblast
cell_5443375,G2M,Fibroblast
cell_5443527,G2M,Fibroblast
cell_5445193,S,Fibroblast
cell_5445735,G0,Fibroblast
cell_5445855,G0,Fibroblast
cell_5445912,G2M,Fibroblast
cell_5446050,G0,Fibroblast
cell_5447227,G0,Fibroblast
cell_5448395,S,Fibroblast
cell_5451457,G1,Fibroblast
cell_5451547,G0,Fibroblast
cell_5452843,G1-G0 transition,Fibroblast
cell_5454069,G0,Fibroblast
cell_5454252,G1,Fibroblast
cell_5456825,G1-G0 transition,Fibroblast
cell_5457732,G0,Fibroblast
cell_5460246,G1,Fibroblast
cell_5462518,S,Fibroblast
cell_5464579,G1-G0 transition,Fibroblast
cell_5465488,G1,Fibroblast
cell_5467963,G1,Fibroblast
cell_5471292,G0,Fibroblast
cell_5472395,G1,Fibroblast
cell_5472539,G0,Fibroblast
cell_5472956,S,Fibroblast
cell_5473062,G1,Fibroblast
cell_5474310,S,Fibroblast
cell_5474666,S,Fibroblast
cell_5479599,G1-G0 transition,Fibroblast
cell_5479842,G0,Fibroblast
cell_5480651,G0,Fibroblast
cell_5481362,S,Fibroblast
cell_5483107,G1-G0 transition,Fibroblast
cell_5484486,G0,Fibroblast
cell_5485345,G1,Fibroblast
cell_5486377,G1-G0 transition,Fibroblast
cell_5489618,G1-G0 transition,Fibroblast
cell_5492945,G0,Fibroblast
cell_5493139,G1-G0 transition,Fibroblast
cell_5497909,G1,Fibroblast
cell_5501998,G0,Fibroblast
cell_5502547,G0,Fibroblast
cell_5506998,G1-G0 transition,Fibroblast
cell_5507298,S,Fibroblast
cell_5508201,S,Fibroblast
cell_5508553,G1,Fibroblast
cell_5508784,G1,Fibroblast
cell_5508923,S,Fibroblast
cell_5513580,G0,Fibroblast
cell_5514993,G0,Fibroblast
cell_5517733,S,Fibroblast
cell_5517796,G0,Fibroblast
cell_5518453,S,Fibroblast
cell_5523419,G2M,Fibroblast
cell_5525263,G1,Fibroblast
cell_5526288,G1,Fibroblast
cell_5532875,S,Fibroblast
cell_5533020,G0,Fibroblast
cell_5534903,S,Fibroblast
cell_5535527,G1-G0 transition,Fibroblast
cell_5535992,S,Fibroblast
cell_5536631,G1-G0 transition,Fibroblast
cell_5539053,S,Fibroblast
cell_5546882,G1-G0 transition,Fibroblast
cell_5547170,S,Fibroblast
cell_5547196,G1-G0 transition,Fibroblast
cell_5547440,S,Fibroblast
cell_5547655,G0,Fibroblast
cell_5547713,G0,Fibroblast
cell_5548953,G0,Fibroblast
cell_5549028,S,Fibroblast
cell_5549622,S,Fibroblast
cell_5550294,S,Fibroblast
cell_5551283,G2M,Fibroblast
cell_5551664,G2M,Fibroblast
cell_5552761,G1,Fibroblast
cell_5553214,G0,Fibroblast
cell_5554000,G2M,Fibroblast
cell_5554326,S,Fibroblast
cell_5556802,G0,Fibroblast
cell_5557414,G1,Fibroblast
cell_5558704,G0,Fibroblast
cell_5559555,G1,Fibroblast
cell_5564322,S,Fibroblast
cell_5564908,S,Fibroblast
cell_5565991,G2M,Fibroblast
cell_5566062,G1-G0 transition,Fibroblast
cell_5566237,G1,Fibroblast
cell_5566522,G1-G0 transition,Fibroblast
cell_5567303,G1-G0 transition,Fibroblast
cell_5567693,G1-G0 transition,Fibroblast
cell_5568473,G1-G0 transition,Fibroblast
