,Gene_stable_ID,human_genes,mouse_genes,Mouse_gene_stable_ID
16514,ENSG00000160746,ANO10,Ano10,ENSMUSG00000037949
16517,ENSG00000080986,NDC80,Ndc80,ENSMUSG00000024056
16521,ENSG00000160213,CSTB,Cstb,ENSMUSG00000005054
16526,ENSG00000029363,BCLAF1,Bclaf1,ENSMUSG00000037608
16530,ENSG00000139610,CELA1,Cela1,ENSMUSG00000023031
16537,ENSG00000105058,FAM32A,Fam32a,ENSMUSG00000003039
16542,ENSG00000131969,ABHD12B,Abhd12b,ENSMUSG00000090121
16550,ENSG00000170545,SMAGP,Smagp,ENSMUSG00000053559
16551,ENSG00000132031,MATN3,Matn3,ENSMUSG00000020583
16552,ENSG00000148942,SLC5A12,Slc5a12,ENSMUSG00000041644
16553,ENSG00000103248,MTHFSD,Mthfsd,ENSMUSG00000031816
16563,ENSG00000156709,AIFM1,Aifm1,ENSMUSG00000036932
16564,ENSG00000122694,GLIPR2,Glipr2,ENSMUSG00000028480
16572,ENSG00000113391,FAM172A,Fam172a,ENSMUSG00000064138
16575,ENSG00000101596,SMCHD1,Smchd1,ENSMUSG00000024054
16578,ENSG00000105393,BABAM1,Babam1,ENSMUSG00000031820
16581,ENSG00000140600,SH3GL3,Sh3gl3,ENSMUSG00000030638
16582,ENSG00000157916,RER1,Rer1,ENSMUSG00000029048
16583,ENSG00000118960,HS1BP3,Hs1bp3,ENSMUSG00000020605
16595,ENSG00000185972,CCIN,Ccin,ENSMUSG00000070999
16597,ENSG00000174718,RESF1,Resf1,ENSMUSG00000032712
16599,ENSG00000099958,DERL3,Derl3,ENSMUSG00000009092
16602,ENSG00000171169,NAIF1,Naif1,ENSMUSG00000039164
16609,ENSG00000149021,SCGB1A1,Scgb1a1,ENSMUSG00000024653
16616,ENSG00000119689,DLST,Dlst,ENSMUSG00000004789
16619,ENSG00000148346,LCN2,Lcn2,ENSMUSG00000026822
16622,ENSG00000129173,E2F8,E2f8,ENSMUSG00000046179
16623,ENSG00000119778,ATAD2B,Atad2b,ENSMUSG00000052812
16640,ENSG00000155792,DEPTOR,Deptor,ENSMUSG00000022419
16653,ENSG00000259494,MRPL46,Mrpl46,ENSMUSG00000030612
16655,ENSG00000240972,MIF,Mif,ENSMUSG00000033307
16656,ENSG00000101187,SLCO4A1,Slco4a1,ENSMUSG00000038963
16657,ENSG00000165966,PDZRN4,Pdzrn4,ENSMUSG00000036218
16661,ENSG00000132837,DMGDH,Dmgdh,ENSMUSG00000042102
16667,ENSG00000157881,PANK4,Pank4,ENSMUSG00000029056
16670,ENSG00000166377,ATP9B,Atp9b,ENSMUSG00000024566
16679,ENSG00000099994,SUSD2,Susd2,ENSMUSG00000006342
16692,ENSG00000154237,LRRK1,Lrrk1,ENSMUSG00000015133
16693,ENSG00000171159,BBLN,Bbln,ENSMUSG00000039195
16703,ENSG00000174032,SLC25A30,Slc25a30,ENSMUSG00000022003
16705,ENSG00000157570,TSPAN18,Tspan18,ENSMUSG00000027217
16708,ENSG00000100284,TOM1,Tom1,ENSMUSG00000042870
16711,ENSG00000152944,MED21,Med21,ENSMUSG00000030291
16712,ENSG00000167112,TRUB2,Trub2,ENSMUSG00000039826
16714,ENSG00000103257,SLC7A5,Slc7a5,ENSMUSG00000040010
16715,ENSG00000161395,PGAP3,Pgap3,ENSMUSG00000038208
16724,ENSG00000215114,UBXN2B,Ubxn2b,ENSMUSG00000028243
16725,ENSG00000068784,SRBD1,Srbd1,ENSMUSG00000024135
16728,ENSG00000101188,NTSR1,Ntsr1,ENSMUSG00000027568
16730,ENSG00000101189,MRGBP,Mrgbp,ENSMUSG00000027569
16732,ENSG00000167113,COQ4,Coq4,ENSMUSG00000026798
16736,ENSG00000060491,OGFR,Ogfr,ENSMUSG00000049401
16739,ENSG00000173451,THAP2,Thap2,ENSMUSG00000020137
16751,ENSG00000172939,OXSR1,Oxsr1,ENSMUSG00000036737
16760,ENSG00000164309,CMYA5,Cmya5,ENSMUSG00000047419
16763,ENSG00000005981,ASB4,Asb4,ENSMUSG00000042607
16764,ENSG00000120899,PTK2B,Ptk2b,ENSMUSG00000059456
16765,ENSG00000118596,SLC16A7,Slc16a7,ENSMUSG00000020102
16766,ENSG00000104731,KLHDC4,Klhdc4,ENSMUSG00000040263
16767,ENSG00000198208,RPS6KL1,Rps6kl1,ENSMUSG00000019235
16779,ENSG00000127993,RBM48,Rbm48,ENSMUSG00000040302
16781,ENSG00000162949,CAPN13,Capn13,ENSMUSG00000043705
16782,ENSG00000254772,EEF1G,Eef1g,ENSMUSG00000071644
16783,ENSG00000048707,VPS13D,Vps13d,ENSMUSG00000020220
16784,ENSG00000067113,PLPP1,Plpp1,ENSMUSG00000021759
16792,ENSG00000165566,AMER2,Amer2,ENSMUSG00000021986
16795,ENSG00000167114,SLC27A4,Slc27a4,ENSMUSG00000059316
16798,ENSG00000171475,WIPF2,Wipf2,ENSMUSG00000038013
16802,ENSG00000139505,MTMR6,Mtmr6,ENSMUSG00000021987
16810,ENSG00000127989,MTERF1,Mterf1b,ENSMUSG00000053178
16811,ENSG00000127989,MTERF1,Mterf1a,ENSMUSG00000040429
16815,ENSG00000178093,TSSK6,Tssk6,ENSMUSG00000047654
16817,ENSG00000100216,TOMM22,Tomm22,ENSMUSG00000022427
16820,ENSG00000186010,NDUFA13,Ndufa13,ENSMUSG00000036199
16822,ENSG00000145782,ATG12,Atg12,ENSMUSG00000032905
16828,ENSG00000168904,LRRC28,Lrrc28,ENSMUSG00000030556
16832,ENSG00000106236,NPTX2,Nptx2,ENSMUSG00000059991
16841,ENSG00000100427,MLC1,Mlc1,ENSMUSG00000035805
16845,ENSG00000125304,TM9SF2,Tm9sf2,ENSMUSG00000025544
16846,ENSG00000165973,NELL1,Nell1,ENSMUSG00000055409
16848,ENSG00000119630,PGF,Pgf,ENSMUSG00000004791
16849,ENSG00000167118,URM1,Urm1,ENSMUSG00000069020
16863,ENSG00000242950,ERVW-1,BC035947,ENSMUSG00000090486
16876,ENSG00000130287,NCAN,Ncan,ENSMUSG00000002341
16878,ENSG00000164645,TEX47,Tex47,ENSMUSG00000040514
16883,ENSG00000088543,C3orf18,6430571L13Rik,ENSMUSG00000037977
16893,ENSG00000006128,TAC1,Tac1,ENSMUSG00000061762
16894,ENSG00000108599,AKAP10,Akap10,ENSMUSG00000047804
16895,ENSG00000175215,CTDSP2,Ctdsp2,ENSMUSG00000078429
16898,ENSG00000049323,LTBP1,Ltbp1,ENSMUSG00000001870
16900,ENSG00000284185,MIR219A2,Mir219a-2,ENSMUSG00000065485
16905,ENSG00000187791,SPATA31F3,Spata31f3,ENSMUSG00000050141
16913,ENSG00000120669,SOHLH2,Sohlh2,ENSMUSG00000027794
16917,ENSG00000078142,PIK3C3,Pik3c3,ENSMUSG00000033628
16949,ENSG00000105705,SUGP1,Sugp1,ENSMUSG00000011306
16961,ENSG00000239183,SNORA84,Gm25989,ENSMUSG00000119162
16962,ENSG00000239183,SNORA84,Gm23513,ENSMUSG00000119052
16963,ENSG00000239183,SNORA84,Gm25394,ENSMUSG00000087963
16964,ENSG00000166896,ATP23,Atp23,ENSMUSG00000025436
16966,ENSG00000119718,EIF2B2,Eif2b2,ENSMUSG00000004788
16977,ENSG00000198000,NOL8,Nol8,ENSMUSG00000021392
16984,ENSG00000196900,SPMIP10,Tex43,ENSMUSG00000032900
16985,ENSG00000114383,TUSC2,Tusc2,ENSMUSG00000010054
16986,ENSG00000132432,SEC61G,Sec61g,ENSMUSG00000078974
16990,ENSG00000196576,PLXNB2,Plxnb2,ENSMUSG00000036606
16998,ENSG00000058272,PPP1R12A,Ppp1r12a,ENSMUSG00000019907
17014,ENSG00000101190,TCFL5,Tcfl5,ENSMUSG00000038932
17017,ENSG00000144724,PTPRG,Ptprg,ENSMUSG00000121513
17021,ENSG00000164199,ADGRV1,Adgrv1,ENSMUSG00000069170
17023,ENSG00000242715,CCDC169,Ccdc169,ENSMUSG00000048655
17025,ENSG00000119684,MLH3,Mlh3,ENSMUSG00000021245
17030,ENSG00000101191,DIDO1,Dido1,ENSMUSG00000038914
17031,ENSG00000128581,IFT22,Ift22,ENSMUSG00000007987
17042,ENSG00000276234,TADA2A,Tada2a,ENSMUSG00000018651
17048,ENSG00000168589,DYNLRB2,Dynlrb2,ENSMUSG00000034467
17055,ENSG00000175470,PPP2R2D,Ppp2r2d,ENSMUSG00000041769
17061,ENSG00000140443,IGF1R,Igf1r,ENSMUSG00000005533
17069,ENSG00000173473,SMARCC1,Smarcc1,ENSMUSG00000032481
17076,ENSG00000079134,THOC1,Thoc1,ENSMUSG00000024287
17085,ENSG00000159618,ADGRG5,Adgrg5,ENSMUSG00000061577
17086,ENSG00000239789,MRPS17,Mrps17,ENSMUSG00000034211
17101,ENSG00000172115,CYCS,Cycs,ENSMUSG00000063694
17102,ENSG00000172115,CYCS,Gm10053,ENSMUSG00000058927
17103,ENSG00000112414,ADGRG6,Adgrg6,ENSMUSG00000039116
17110,ENSG00000132622,HSPA12B,Hspa12b,ENSMUSG00000074793
17119,ENSG00000169919,GUSB,Gusb,ENSMUSG00000025534
17120,ENSG00000119703,ZC2HC1C,Zc2hc1c,ENSMUSG00000045064
17122,ENSG00000133083,DCLK1,Dclk1,ENSMUSG00000027797
17127,ENSG00000103335,PIEZO1,Piezo1,ENSMUSG00000014444
17129,ENSG00000188916,INSYN2A,Insyn2a,ENSMUSG00000073805
17132,ENSG00000148950,IMMP1L,Immp1l,ENSMUSG00000042670
17140,ENSG00000170348,TMED10,Tmed10,ENSMUSG00000021248
17143,ENSG00000101220,ADISSP,Adissp,ENSMUSG00000027327
17147,ENSG00000100056,ESS2,Ess2,ENSMUSG00000003527
17148,ENSG00000120008,WDR11,Wdr11,ENSMUSG00000042055
17151,ENSG00000144619,CNTN4,Cntn4,ENSMUSG00000064293
17153,ENSG00000131771,PPP1R1B,Ppp1r1b,ENSMUSG00000061718
17176,ENSG00000128923,MINDY2,Mindy2,ENSMUSG00000042444
17179,ENSG00000171657,GPR82,Gpr82,ENSMUSG00000047678
17180,ENSG00000105122,RASAL3,Rasal3,ENSMUSG00000052142
17191,ENSG00000131174,COX7B,Cox7b,ENSMUSG00000031231
17194,ENSG00000205029,OR5D16,Or5d16,ENSMUSG00000075145
17196,ENSG00000176971,FIBIN,Fibin,ENSMUSG00000074971
17205,ENSG00000110107,PRPF19,Prpf19,ENSMUSG00000024735
17232,ENSG00000101222,SPEF1,Spef1,ENSMUSG00000027329
17233,ENSG00000188488,SERPINA5,Serpina5,ENSMUSG00000041550
17235,ENSG00000206203,TSSK2,Tssk2,ENSMUSG00000045521
17237,ENSG00000141447,OSBPL1A,Osbpl1a,ENSMUSG00000044252
17240,ENSG00000127980,PEX1,Pex1,ENSMUSG00000005907
17241,ENSG00000102738,MRPS31,Mrps31,ENSMUSG00000031533
17242,ENSG00000063515,GSC2,Gsc2,ENSMUSG00000022738
17243,ENSG00000100075,SLC25A1,Slc25a1,ENSMUSG00000003528
17247,ENSG00000125817,CENPB,Cenpb,ENSMUSG00000068267
17256,ENSG00000125843,AP5S1,Ap5s1,ENSMUSG00000068264
17277,ENSG00000102743,SLC25A15,Slc25a15,ENSMUSG00000031482
17279,ENSG00000185551,NR2F2,Nr2f2,ENSMUSG00000030551
17284,ENSG00000088888,MAVS,Mavs,ENSMUSG00000037523
17285,ENSG00000278505,C17orf78,Gm11437,ENSMUSG00000051452
17295,ENSG00000198961,PJA2,Pja2,ENSMUSG00000024083
17299,ENSG00000183153,GJD3,Gjd3,ENSMUSG00000047197
17302,ENSG00000068438,FTSJ1,Ftsj1,ENSMUSG00000031171
17308,ENSG00000155097,ATP6V1C1,Atp6v1c1,ENSMUSG00000022295
17309,ENSG00000180660,MAB21L1,Mab21l1,ENSMUSG00000056947
17310,ENSG00000108306,FBXL20,Fbxl20,ENSMUSG00000020883
17313,ENSG00000151778,SERP2,Serp2,ENSMUSG00000052584
17320,ENSG00000242689,CNTF,Cntf,ENSMUSG00000079415
17327,ENSG00000157107,FCHO2,Fcho2,ENSMUSG00000041685
17328,ENSG00000105072,C19orf44,1700030K09Rik,ENSMUSG00000052794
17333,ENSG00000169519,METTL15,Mettl15,ENSMUSG00000057234
17335,ENSG00000199024,MIR103A2,Mir103-2,ENSMUSG00000065563
17339,ENSG00000102804,TSC22D1,Tsc22d1,ENSMUSG00000022010
17341,ENSG00000103995,CEP152,Cep152,ENSMUSG00000068394
17342,ENSG00000196136,SERPINA3,Serpina3n,ENSMUSG00000021091
17343,ENSG00000196136,SERPINA3,Serpina3b,ENSMUSG00000066364
17344,ENSG00000196136,SERPINA3,Serpina3i,ENSMUSG00000079014
17345,ENSG00000196136,SERPINA3,Serpina3c,ENSMUSG00000066361
17346,ENSG00000196136,SERPINA3,Serpina3k,ENSMUSG00000058207
17347,ENSG00000196136,SERPINA3,Serpina3j,ENSMUSG00000079013
17348,ENSG00000196136,SERPINA3,Serpina3m,ENSMUSG00000079012
17349,ENSG00000196136,SERPINA3,Serpina3a,ENSMUSG00000041536
17350,ENSG00000196136,SERPINA3,Serpina3g,ENSMUSG00000041481
17351,ENSG00000196136,SERPINA3,Serpina3f,ENSMUSG00000066363
17378,ENSG00000088367,EPB41L1,Epb41l1,ENSMUSG00000027624
17386,ENSG00000068001,HYAL2,Hyal2,ENSMUSG00000010047
17389,ENSG00000171311,EXOSC1,Exosc1,ENSMUSG00000034321
17391,ENSG00000162444,RBP7,Rbp7,ENSMUSG00000028996
17403,ENSG00000180758,GPR157,Gpr157,ENSMUSG00000047875
17410,ENSG00000100528,CNIH1,Cnih1,ENSMUSG00000015759
17416,ENSG00000102794,ACOD1,Acod1,ENSMUSG00000022126
17419,ENSG00000147155,EBP,Ebp,ENSMUSG00000031168
17424,ENSG00000184677,ZBTB40,Zbtb40,ENSMUSG00000060862
17425,ENSG00000143869,GDF7,Gdf7,ENSMUSG00000037660
17439,ENSG00000183785,TUBA8,Tuba8,ENSMUSG00000030137
17450,ENSG00000158125,XDH,Xdh,ENSMUSG00000024066
17454,ENSG00000139626,ITGB7,Itgb7,ENSMUSG00000001281
17457,ENSG00000183098,GPC6,Gpc6,ENSMUSG00000058571
17458,ENSG00000171954,CYP4F22,Cyp4f39,ENSMUSG00000061126
17460,ENSG00000176697,BDNF,Bdnf,ENSMUSG00000048482
17463,ENSG00000172461,FUT9,Fut9,ENSMUSG00000055373
17466,ENSG00000104490,NCALD,Ncald,ENSMUSG00000051359
17482,ENSG00000188820,CALHM6,Calhm6,ENSMUSG00000046031
17488,ENSG00000102048,ASB9,Asb9,ENSMUSG00000031384
17497,ENSG00000239900,ADSL,Adsl,ENSMUSG00000022407
17503,ENSG00000080166,DCT,Dct,ENSMUSG00000022129
17507,ENSG00000011198,ABHD5,Abhd5,ENSMUSG00000032540
17517,ENSG00000020577,SAMD4A,Samd4,ENSMUSG00000021838
17519,ENSG00000250067,YJEFN3,Yjefn3,ENSMUSG00000048967
17520,ENSG00000145794,MEGF10,Megf10,ENSMUSG00000024593
17522,ENSG00000112175,BMP5,Bmp5,ENSMUSG00000032179
17530,ENSG00000165192,ASB11,Asb11,ENSMUSG00000031382
17536,ENSG00000141741,MIEN1,Mien1,ENSMUSG00000002580
17544,ENSG00000196177,ACADSB,Acadsb,ENSMUSG00000030861
17552,ENSG00000168143,FAM83B,Fam83b,ENSMUSG00000032358
17556,ENSG00000006210,CX3CL1,Cx3cl1,ENSMUSG00000031778
17557,ENSG00000179241,LDLRAD3,Ldlrad3,ENSMUSG00000048058
17559,ENSG00000131697,NPHP4,Nphp4,ENSMUSG00000039577
17561,ENSG00000088451,TGDS,Tgds,ENSMUSG00000022130
17562,ENSG00000079931,MOXD1,Moxd1,ENSMUSG00000020000
17565,ENSG00000108576,SLC6A4,Slc6a4,ENSMUSG00000020838
17571,ENSG00000153774,CFDP1,Cfdp1,ENSMUSG00000031954
17576,ENSG00000166902,MRPL16,Mrpl16,ENSMUSG00000024683
17577,ENSG00000101605,MYOM1,Myom1,ENSMUSG00000024049
17582,ENSG00000163935,SFMBT1,Sfmbt1,ENSMUSG00000006527
17591,ENSG00000203867,RBM20,Rbm20,ENSMUSG00000043639
17598,ENSG00000130307,USHBP1,Ushbp1,ENSMUSG00000034911
17605,ENSG00000171132,PRKCE,Prkce,ENSMUSG00000045038
17610,ENSG00000165195,PIGA,Piga,ENSMUSG00000031381
17613,ENSG00000152749,GPR180,Gpr180,ENSMUSG00000022131
17616,ENSG00000148943,LIN7C,Lin7c,ENSMUSG00000027162
17618,ENSG00000112249,ASCC3,Ascc3,ENSMUSG00000038774
17620,ENSG00000140876,NUDT7,Nudt7,ENSMUSG00000031767
17626,ENSG00000108039,XPNPEP1,Xpnpep1,ENSMUSG00000025027
17627,ENSG00000125285,SOX21,Sox21,ENSMUSG00000061517
17628,ENSG00000106809,OGN,Ogn,ENSMUSG00000021390
17637,ENSG00000104537,ANXA13,Anxa13,ENSMUSG00000055114
17638,ENSG00000132749,TESMIN,Tesmin,ENSMUSG00000024905
17640,ENSG00000125257,ABCC4,Abcc4,ENSMUSG00000032849
17644,ENSG00000157470,FAM81A,Fam81a,ENSMUSG00000032224
17648,ENSG00000172403,SYNPO2,Synpo2,ENSMUSG00000050315
17657,ENSG00000198554,WDHD1,Wdhd1,ENSMUSG00000037572
17659,ENSG00000283434,CSNKA2IP,Csnka2ip,ENSMUSG00000068167
17661,ENSG00000176678,FOXL1,Foxl1,ENSMUSG00000097084
17662,ENSG00000184517,ZFP1,Zfp1,ENSMUSG00000055835
17669,ENSG00000139291,TMEM19,Tmem19,ENSMUSG00000069520
17671,ENSG00000173227,SYT12,Syt12,ENSMUSG00000049303
17672,ENSG00000114738,MAPKAPK3,Mapkapk3,ENSMUSG00000032577
17673,ENSG00000106819,ASPN,Aspn,ENSMUSG00000021388
17674,ENSG00000140836,ZFHX3,Zfhx3,ENSMUSG00000038872
17679,ENSG00000023287,RB1CC1,Rb1cc1,ENSMUSG00000025907
17687,ENSG00000138039,LHCGR,Lhcgr,ENSMUSG00000024107
17696,ENSG00000085872,CHERP,Cherp,ENSMUSG00000052488
17703,ENSG00000161638,ITGA5,Itga5,ENSMUSG00000000555
17706,ENSG00000165197,VEGFD,Vegfd,ENSMUSG00000031380
17707,ENSG00000064726,BTBD1,Btbd1,ENSMUSG00000025103
17712,ENSG00000100218,RSPH14,Rsph14,ENSMUSG00000009070
17719,ENSG00000073464,CLCN4,Clcn4,ENSMUSG00000000605
17727,ENSG00000004766,VPS50,Vps50,ENSMUSG00000001376
17729,ENSG00000165115,KIF27,Kif27,ENSMUSG00000060176
17730,ENSG00000131043,AAR2,Aar2,ENSMUSG00000027628
17731,ENSG00000128266,GNAZ,Gnaz,ENSMUSG00000040009
17736,ENSG00000169550,MUC15,Muc15,ENSMUSG00000050808
17744,ENSG00000186716,BCR,Bcr,ENSMUSG00000009681
17745,ENSG00000164099,PRSS12,Prss12,ENSMUSG00000027978
17746,ENSG00000168411,RFWD3,Rfwd3,ENSMUSG00000033596
17747,ENSG00000164400,CSF2,Csf2,ENSMUSG00000018916
17750,ENSG00000206538,VGLL3,Vgll3,ENSMUSG00000091243
17751,ENSG00000188895,MSL1,Msl1,ENSMUSG00000052915
17752,ENSG00000256463,SALL3,Sall3,ENSMUSG00000024565
17765,ENSG00000197921,HES5,Hes5,ENSMUSG00000048001
17768,ENSG00000021300,PLEKHB1,Plekhb1,ENSMUSG00000030701
17775,ENSG00000186458,DEFB132,Defb15,ENSMUSG00000048500
17776,ENSG00000186458,DEFB132,Defb34,ENSMUSG00000052554
17781,ENSG00000091157,WDR7,Wdr7,ENSMUSG00000040560
17788,ENSG00000155324,GRAMD2B,Gramd2b,ENSMUSG00000001700
17789,ENSG00000114480,GBE1,Gbe1,ENSMUSG00000022707
17793,ENSG00000196476,C20orf96,6820408C15Rik,ENSMUSG00000032680
17800,ENSG00000165078,CPA6,Cpa6,ENSMUSG00000042501
17803,ENSG00000138653,NDST4,Ndst4,ENSMUSG00000027971
17805,ENSG00000055070,SZRD1,Szrd1,ENSMUSG00000040842
17807,ENSG00000184254,ALDH1A3,Aldh1a3,ENSMUSG00000015134
17810,ENSG00000111058,ACSS3,Acss3,ENSMUSG00000035948
17811,ENSG00000186187,ZNRF1,Znrf1,ENSMUSG00000033545
17815,ENSG00000171126,KCNG3,Kcng3,ENSMUSG00000045053
17816,ENSG00000247315,ZCCHC3,Zcchc3,ENSMUSG00000074682
17820,ENSG00000125841,NRSN2,Nrsn2,ENSMUSG00000059361
17822,ENSG00000198729,PPP1R14C,Ppp1r14c,ENSMUSG00000040653
17857,ENSG00000187105,HEATR4,Heatr4,ENSMUSG00000090843
17861,ENSG00000115380,EFEMP1,Efemp1,ENSMUSG00000020467
17883,ENSG00000165118,QNG1,Qng1,ENSMUSG00000021550
17887,ENSG00000125875,TBC1D20,Tbc1d20,ENSMUSG00000027465
17888,ENSG00000140873,ADAMTS18,Adamts18,ENSMUSG00000053399
17889,ENSG00000155087,ODF1,Odf1,ENSMUSG00000061923
17892,ENSG00000088538,DOCK3,Dock3,ENSMUSG00000039716
17905,ENSG00000160161,CILP2,Cilp2,ENSMUSG00000044006
17910,ENSG00000284179,MIR7-1,Mir7-1,ENSMUSG00000065434
17920,ENSG00000164758,MED30,Med30,ENSMUSG00000038622
17923,ENSG00000131759,RARA,Rara,ENSMUSG00000037992
17928,ENSG00000159884,CCDC107,Ccdc107,ENSMUSG00000028461
17932,ENSG00000005059,MCUB,Mcub,ENSMUSG00000027994
17934,ENSG00000204138,PHACTR4,Phactr4,ENSMUSG00000066043
17944,ENSG00000139926,FRMD6,Frmd6,ENSMUSG00000048285
17958,ENSG00000158423,RIBC1,Ribc1,ENSMUSG00000025257
17980,ENSG00000105717,PBX4,Pbx4,ENSMUSG00000031860
17982,ENSG00000167779,IGFBP6,Igfbp6,ENSMUSG00000023046
17993,ENSG00000223308,RN7SKP101,Gm54472,ENSMUSG00002075221
17997,ENSG00000222343,RN7SKP139,Gm55608,ENSMUSG00002076728
17999,ENSG00000121039,RDH10,Rdh10,ENSMUSG00000025921
18024,ENSG00000199730,RN7SKP95,Gm54658,ENSMUSG00002075260
18034,ENSG00000103187,COTL1,Cotl1,ENSMUSG00000031827
18037,ENSG00000200156,RNU5B-1,Gm25313,ENSMUSG00000118734
18038,ENSG00000206625,RNU6-1,Gm25064,ENSMUSG00000118764
18050,ENSG00000137135,ARHGEF39,Arhgef39,ENSMUSG00000051517
18060,ENSG00000134595,SOX3,Sox3,ENSMUSG00000045179
18063,ENSG00000130829,DUSP9,Dusp9,ENSMUSG00000031383
18067,ENSG00000202081,RNU6-1280P,Gm22474,ENSMUSG00000118813
18073,ENSG00000164961,WASHC5,Washc5,ENSMUSG00000022350
18074,ENSG00000222617,RN7SKP254,Gm54766,ENSMUSG00002076733
18088,ENSG00000166716,ZNF592,Zfp592,ENSMUSG00000005621
18089,ENSG00000105662,CRTC1,Crtc1,ENSMUSG00000003575
18090,ENSG00000102978,POLR2C,Polr2c,ENSMUSG00000031783
18098,ENSG00000130822,PNCK,Pnck,ENSMUSG00000002012
18104,ENSG00000109182,CWH43,Cwh43,ENSMUSG00000029154
18106,ENSG00000172867,KRT2,Krt2,ENSMUSG00000064201
18109,ENSG00000100116,GCAT,Gcat,ENSMUSG00000006378
18120,ENSG00000090020,SLC9A1,Slc9a1,ENSMUSG00000028854
18123,ENSG00000114541,FRMD4B,Frmd4b,ENSMUSG00000030064
18148,ENSG00000177425,PAWR,Pawr,ENSMUSG00000035873
18153,ENSG00000101680,LAMA1,Lama1,ENSMUSG00000032796
18161,ENSG00000201331,SNORD115-23,Gm22050,ENSMUSG00000119539
18162,ENSG00000201331,SNORD115-23,Gm26499,ENSMUSG00000119726
18163,ENSG00000201331,SNORD115-23,Gm24866,ENSMUSG00000118699
18164,ENSG00000201331,SNORD115-23,Gm25120,ENSMUSG00000119121
18165,ENSG00000201331,SNORD115-23,Gm26336,ENSMUSG00000119316
18166,ENSG00000201331,SNORD115-23,Gm23076,ENSMUSG00000118688
18167,ENSG00000201331,SNORD115-23,Gm24418,ENSMUSG00000119560
18168,ENSG00000201331,SNORD115-23,Gm24639,ENSMUSG00000119160
18169,ENSG00000201331,SNORD115-23,Gm25017,ENSMUSG00000119463
18170,ENSG00000201331,SNORD115-23,Gm25823,ENSMUSG00000119475
18171,ENSG00000201331,SNORD115-23,Gm26392,ENSMUSG00000118787
18172,ENSG00000201331,SNORD115-23,Gm25988,ENSMUSG00000119311
18173,ENSG00000201331,SNORD115-23,Gm25230,ENSMUSG00000119072
18174,ENSG00000201331,SNORD115-23,Gm24654,ENSMUSG00000119322
18175,ENSG00000201331,SNORD115-23,Gm25452,ENSMUSG00000119101
18176,ENSG00000201331,SNORD115-23,Gm22252,ENSMUSG00000119296
18177,ENSG00000201331,SNORD115-23,Gm22253,ENSMUSG00000119428
18178,ENSG00000201331,SNORD115-23,Gm25461,ENSMUSG00000119410
18179,ENSG00000201331,SNORD115-23,Gm22255,ENSMUSG00000119336
18180,ENSG00000201331,SNORD115-23,Gm24040,ENSMUSG00000119927
18181,ENSG00000201331,SNORD115-23,Gm25221,ENSMUSG00000119606
18182,ENSG00000201331,SNORD115-23,Gm22909,ENSMUSG00000119682
18183,ENSG00000201331,SNORD115-23,Gm26284,ENSMUSG00000119225
18184,ENSG00000201331,SNORD115-23,Gm26498,ENSMUSG00000119750
18185,ENSG00000201331,SNORD115-23,Gm22912,ENSMUSG00000118955
18186,ENSG00000201331,SNORD115-23,Gm24027,ENSMUSG00000119878
18187,ENSG00000201331,SNORD115-23,Gm24652,ENSMUSG00000119088
18188,ENSG00000201331,SNORD115-23,Gm25463,ENSMUSG00000119937
18189,ENSG00000201331,SNORD115-23,Gm22130,ENSMUSG00000119625
18190,ENSG00000201331,SNORD115-23,Gm23618,ENSMUSG00000119350
18191,ENSG00000201331,SNORD115-23,Gm25984,ENSMUSG00000119617
18192,ENSG00000201331,SNORD115-23,Gm24966,ENSMUSG00000064377
18193,ENSG00000201331,SNORD115-23,Gm24653,ENSMUSG00000119048
18194,ENSG00000201331,SNORD115-23,Gm26283,ENSMUSG00000119578
18195,ENSG00000201331,SNORD115-23,Gm24310,ENSMUSG00000118902
18196,ENSG00000201331,SNORD115-23,Gm23944,ENSMUSG00000119375
18197,ENSG00000201331,SNORD115-23,Gm25647,ENSMUSG00000119405
18198,ENSG00000201331,SNORD115-23,Gm25098,ENSMUSG00000119777
18199,ENSG00000201331,SNORD115-23,Gm24206,ENSMUSG00000119057
18200,ENSG00000201331,SNORD115-23,Gm25314,ENSMUSG00000118933
18201,ENSG00000201331,SNORD115-23,Gm26389,ENSMUSG00000119080
18202,ENSG00000201331,SNORD115-23,Gm24657,ENSMUSG00000119687
18203,ENSG00000201331,SNORD115-23,Gm22632,ENSMUSG00000119665
18204,ENSG00000201331,SNORD115-23,Gm22348,ENSMUSG00000118878
18205,ENSG00000201331,SNORD115-23,Gm22111,ENSMUSG00000119285
18206,ENSG00000201331,SNORD115-23,Gm25648,ENSMUSG00000119412
18207,ENSG00000201331,SNORD115-23,Gm24983,ENSMUSG00000077645
18208,ENSG00000201331,SNORD115-23,Gm23660,ENSMUSG00000118924
18209,ENSG00000201331,SNORD115-23,Gm24220,ENSMUSG00000119773
18210,ENSG00000201331,SNORD115-23,Gm24528,ENSMUSG00000119863
18211,ENSG00000201331,SNORD115-23,Gm25934,ENSMUSG00000118846
18212,ENSG00000201331,SNORD115-23,Gm25194,ENSMUSG00000118788
18213,ENSG00000201331,SNORD115-23,Gm22834,ENSMUSG00000118886
18214,ENSG00000201331,SNORD115-23,Gm22391,ENSMUSG00000119505
18215,ENSG00000201331,SNORD115-23,Gm24088,ENSMUSG00000119496
